week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,12.0
2022-39,0.30512074815809587,1.0415027337034966,-0.055659623443435426,0.9859179766478924,74.0
2022-40,-0.07392492914220855,0.9409079715033923,-0.12573321220713266,0.9460343575091112,113.0
2022-41,0.04156556453808029,1.0119890031612406,-0.0901745331965066,0.8916294190250004,178.0
2022-42,0.04974696747482023,1.0489708809613572,-0.05997602383268455,0.9129411802574904,182.0
2022-43,0.17299742656234077,0.912141499457142,-0.049835435105105116,0.984265106922874,223.0
2022-44,-0.006158526779905114,1.0150505362502658,-0.11295158132724052,0.848472814979283,259.0
2022-45,0.06147097440842248,0.9353720006449927,0.03674441725921756,1.0384341606750584,227.0
2022-46,0.010569178992986157,0.936906111650525,-0.050946902954737756,0.875450118883166,253.0
2022-47,0.03963289174271158,0.8122144502241327,-0.08536473091717825,0.8546864949735695,135.0
2022-48,0.06187180983949482,0.9651253816751414,0.10089529764303695,1.0870202228427865,136.0
2022-49,0.037136543334838755,0.8644449421459329,-0.09204249269226382,0.9252093396566804,152.0
2022-50,-0.17388524989151027,0.941927247184822,-0.07312327207974903,0.9106553173157436,171.0
2022-51,-0.09024056043862763,0.9647141178898746,0.09253492151097617,1.088110480080933,199.0
2022-52,0.10906125804735547,1.0255706962917235,-0.06471762559781057,0.9922792005135361,100.0
2023-00,0.34608961108492,0.8325378585158292,-0.32704298952507943,0.4780991996120409,14.0
2023-01,0.047675649930764244,1.0570041665108505,0.09928732662126764,1.016162181116194,154.0
2023-02,-0.022275921878297814,0.8617158675656149,-0.11055968909604089,0.833848917010365,182.0
2023-03,0.03617369950494611,1.0249335489761817,-0.018340253537614447,0.971315399385552,173.0
2023-04,-0.22816858804229886,1.0184354391284416,-0.1458772523818306,0.9566797087864755,113.0
2023-05,0.0013749003683943544,0.9801801108535659,-0.04442153036007236,0.8770885743892115,121.0
2023-06,0.08256837706804301,0.9479752119794149,0.07709733868720882,1.1021955030430064,100.0
2023-07,-0.05429160520987056,0.7730082571527837,-0.028387981857594433,1.0040594264335063,102.0
2023-08,-0.05768529655791525,0.9986538781322168,-0.03787768751518333,0.9001324202398031,179.0
2023-09,-0.00289131598684384,0.9574014603882456,0.1944209636971504,1.192418110135034,168.0
2023-10,-0.11859452327758978,0.8982240689342273,0.0001998984455095075,0.9662869119665257,161.0
2023-11,0.13353462253438136,1.2193522697131274,-0.012182376139213138,0.9573443497721118,106.0
2023-12,-0.04099093764107904,0.8822703071927112,0.008871262116903174,0.9525707416325974,162.0
2023-13,-0.12994111413676346,0.9512267376529874,0.07228062346113838,1.0881669765259097,130.0
2023-14,0.163499633679138,0.6806504785951508,-0.0873952558280387,0.8201616623545807,88.0
2023-15,-0.07990294200317967,1.0265511857529537,0.09029210198773957,1.0027172432647602,108.0
2023-16,0.060335319160766114,0.9851562899324733,0.043642126440237766,1.0368560733619414,119.0
2023-17,0.08603440303582038,1.0200890131307996,0.11504719439048298,1.083589474920795,104.0
2023-18,0.06396462836978413,0.8556154879380475,-0.13252244385982853,0.7974393189170561,126.0
2023-19,0.01393715983079858,0.9406221450852214,-0.09278990573440982,0.7991189387969889,108.0
2023-20,0.13290060847746796,0.8797463540634735,-0.1651882190802976,0.7258949124915844,132.0
2023-21,0.011136746189566416,0.8836648542499017,0.00037061648177411934,0.9441290446533036,118.0
