topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Frühling,0.18125039485951328,0.9635263468762442,0.003687624588141446,0.9510722431445496,1238.0
Herbst,0.12209635610013198,1.0636036926057837,0.007774032855237227,0.9904378368909637,2756.0
Sommer,-0.04205045136688906,0.9583664943477067,-0.01674490995186853,0.9923692352573442,4849.0
Winter,-0.05352756354157184,0.988503370123901,0.00877260436771667,1.006652279222962,6514.0
