day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
000-00-00,0.0,0.0,0.0,0.0,12.0
2022-09-26,0.659449672199657,0.7682550572665013,-0.12138738215354973,0.6327337800371308,9.0
2022-09-27,-0.09324422898288162,1.437078639459458,-0.5949999145488625,0.08488462050616656,5.0
2022-09-28,-0.04631413364505942,1.2535722566197431,1.0451269177946783,2.0462248146587214,8.0
2022-09-29,0.26811990098151733,0.853030349110754,-0.24300327977841196,0.4920500038863111,11.0
2022-09-30,0.268420793487545,0.8848385212336609,-0.23560143559838437,0.6001465964507737,23.0
2022-10-01,0.14360626998970888,1.425040553113528,-0.17014935054833755,0.8353096591822752,9.0
2022-10-02,0.7850187707843843,1.0718167412726303,0.11333097316856997,1.0484875176298913,9.0
2022-10-03,-0.7065459568457301,0.7104332661614505,-0.32460792029310315,0.5874401815265066,7.0
2022-10-04,-0.1928242907566585,0.5128723947222715,0.0017514339922980275,0.8137118147136558,12.0
2022-10-05,-0.10232837024366942,1.2752295254760349,-0.2429884323059244,0.7388314185549842,19.0
2022-10-06,-0.03402203161814432,0.9802696559723748,-0.2426148432686896,0.5238965196861767,21.0
2022-10-07,0.07293878184842997,0.6593596435480815,0.4029875525545475,1.5006896623660995,27.0
2022-10-08,-0.029624231281025187,1.1957239749662358,-0.5825139991516507,0.09637421465175003,14.0
2022-10-09,0.0007915400436874989,0.9639182001101214,-0.3976358047494186,0.5725748947425765,13.0
2022-10-10,-0.10121403021559999,1.2627035590290945,0.11483340622378056,0.9859095370114783,19.0
2022-10-11,0.194372419500946,1.0127811249029783,0.1123940258149507,0.9163795098403682,28.0
2022-10-12,-0.05941816391157185,0.8393055462255515,-0.38755503822594217,0.3490943096152637,26.0
2022-10-13,-0.259920643234126,1.0573098727490602,-0.3569716453294946,0.5960773570141978,26.0
2022-10-14,0.013917444555428463,0.9135665295295681,-0.35206916110581643,0.6301843183409217,29.0
2022-10-15,0.43882449084035763,1.1725925839538476,0.18021510453784162,1.1418467693536032,21.0
2022-10-16,0.08838614144418655,0.8738094971906495,0.1496213567601794,1.1929611774374462,29.0
2022-10-17,0.04369150295301487,1.0755741924754874,-0.06779145896456687,0.9990917784986009,32.0
2022-10-18,-0.11422186363879616,1.0045921035765975,-0.17881117063738663,0.6477641426842071,26.0
2022-10-19,-0.16399316159452287,1.0497752030717111,-0.12196227682378531,0.9161954296747531,23.0
2022-10-20,-0.07654756200459846,1.0689966632240075,0.5229343232053479,1.2099609139964322,24.0
2022-10-21,0.23776460465381313,0.9160286220769185,-0.18287460200136327,0.8398003312104247,44.0
2022-10-22,0.2236083404532947,1.4747827222493153,-0.5442215184090217,0.16630604656163725,12.0
2022-10-23,0.14712523595745622,1.078963331334585,0.02347125618586564,0.8337606501094774,21.0
2022-10-24,0.11416692737813375,1.0316140205509718,-0.1292924764607119,0.844376743221602,32.0
2022-10-25,0.04759623919797877,0.7034511268484068,0.2811106900399729,1.2355914646134312,20.0
2022-10-26,0.10156900798591428,0.6658497842142622,-0.3346754769716929,0.5787899156448717,32.0
2022-10-27,0.12215126872591166,0.9531743354660929,-0.014162110063866567,1.1767739055791344,69.0
2022-10-28,0.48210765895725954,0.9541742207971866,-0.02849515830520187,1.094744962448492,32.0
2022-10-29,0.27663724548367596,0.9333233234080679,-0.20361839469176624,0.6471921852665343,17.0
2022-10-30,0.10305883837381777,1.0128020597489507,0.16655597026540828,0.6890181920196152,21.0
2022-10-31,0.13258047160692663,0.8646211381166841,0.23861152440398742,1.1182193340942828,32.0
2022-11-01,0.0484778573871395,0.9514614666657941,-0.04221036898878794,0.94970566835286,76.0
2022-11-02,0.1477864584663922,1.0259743090608107,-0.22179201368008714,0.6438779363089847,25.0
2022-11-03,0.01682307465700353,1.0545784140966195,0.05101904736313922,0.8803460281314454,34.0
2022-11-04,-0.15228919548158734,1.0691201350603898,-0.415608438286971,0.47800725100192587,46.0
2022-11-05,0.09708168086937488,0.8525643073460712,-0.14623069677693143,0.9081478532363422,21.0
2022-11-06,-0.3487507514916872,1.3059314258076007,-0.2726638023734454,0.5838748795317917,25.0
2022-11-07,0.26864519709565055,1.0665634639037969,0.4844668440396042,1.5190434781579385,27.0
2022-11-08,-0.26547086229617084,0.848053167509864,0.2753172849183585,1.249872241780759,17.0
2022-11-09,0.18997096740592528,0.9540936332835055,-0.10834440499500494,0.9795079808283976,26.0
2022-11-10,0.1958521960665548,1.2213543860796334,-0.2553589797148882,0.5868739298422198,21.0
2022-11-11,-0.016555519756718103,0.638379937122321,-0.054501906942272145,0.9412092145048073,26.0
2022-11-12,0.05328363096952166,0.9537000358889779,-0.13550046411883016,0.7868576250577816,30.0
2022-11-13,0.012416110535019427,0.8955206944480592,0.042935462185334894,0.9795228816397857,80.0
2022-11-14,-0.11502344036333066,1.031663387862752,0.008425345756877256,0.8663244400239221,52.0
2022-11-15,0.17741653309364994,0.7640287525718366,-0.09630041938665339,0.8400379580712527,24.0
2022-11-16,-0.09915078047474925,0.8355021671174753,0.09054632685452473,0.989598051419164,22.0
2022-11-17,0.07476410137058147,0.9616778123727724,-0.008099829007635062,0.9592787088908715,80.0
2022-11-18,0.27960109462879945,0.812946918366348,-0.06346837082416185,0.8876806509808362,36.0
2022-11-19,-0.5298372915340653,0.9849945340544533,-0.3428456877070388,0.5744198733930447,22.0
2022-11-20,0.13249349295054771,0.8275072104212289,-0.14078314790129665,0.7289017525632661,17.0
2022-11-21,0.01495585064087786,0.8839659921780934,-0.1114170752959845,0.8910464461930016,27.0
2022-11-22,-0.013049063626186781,0.703283860219791,-0.18268717484763555,0.7651471189454281,25.0
2022-11-23,0.29506556535448775,0.9918387732330362,-0.14341690838511023,0.9051162100254984,35.0
2022-11-24,-0.07557544436213187,0.7537102999300723,0.07862474187165608,0.7810363440455357,11.0
2022-11-25,-0.14231665440044888,0.7819262165192427,-0.04302405335614796,0.7686384055039707,14.0
2022-11-26,-0.0790194849507035,0.6005346097632028,-0.13169131591756592,0.7164051212678734,14.0
2022-11-27,-0.12493332665449512,0.3583614189601585,0.3128806673194307,1.2569777587357926,9.0
2022-11-28,-0.2127708888977719,0.9315492741933007,0.7529997162114945,1.4431409708895564,16.0
2022-11-29,0.13342751605861863,0.9707946061145262,-0.1863363891451216,0.8411739238202363,14.0
2022-11-30,-0.1809230447359447,0.9212926646395314,-0.10251062384398177,0.8906244068553305,40.0
2022-12-01,0.3624820457828527,1.277352403268107,0.2602540796387999,1.2604125489895843,15.0
2022-12-02,0.2542756919418624,0.8280818908097,0.05789871073688541,0.9641956469360627,15.0
2022-12-03,0.34994566639797303,0.8619796639143189,0.03567881371343472,0.92189574052313,21.0
2022-12-04,0.039174124328307705,0.9552973200921815,0.19075683188284526,1.3537525695039838,15.0
2022-12-05,0.045294653084079005,0.7923452634177519,0.019201978650343687,1.0256176195802105,37.0
2022-12-06,-0.03154304929068015,0.722410947409423,-0.35251385994830636,0.5309751979601892,20.0
2022-12-07,0.14878096249552278,0.6049414935982284,-0.059939742887507225,1.0772687011691628,12.0
2022-12-08,-0.23157025453903066,1.0952876569537537,0.11444999764253791,1.0267820134210106,29.0
2022-12-09,0.1656017138723768,0.9674937325557715,-0.14162353807535272,0.894588375950382,32.0
2022-12-10,0.2664926312555436,0.778744078637001,-0.5471859784676846,0.14062385766409005,13.0
2022-12-11,0.08513557667174027,0.5954696759886,0.1791258296197509,1.2624424465639685,9.0
2022-12-12,-0.1942418761803437,0.9404038125887475,0.3548455343532711,1.2645785750794334,25.0
2022-12-13,-0.04712810224835597,0.8533035830956629,-0.15922262916478835,0.8175527976892606,20.0
2022-12-14,-0.2617860468122289,1.0918916110756638,-0.38978748710363914,0.4231861374613105,38.0
2022-12-15,0.18772881175686582,0.8450555787806062,-0.023183182802235625,0.8430275919079413,20.0
2022-12-16,-0.46109737829371344,0.7231135813228432,-0.004395849471778191,1.0910296562674946,20.0
